name,company,place,salary,education,experience,label,scale,href,key_word,salary_avg,experience_years,education_level,scale_value,cluster
Python工程师,北京光华荣昌汽车部件有限公司,北京-昌平区,15-20k·13薪,统招本科,3-5年,北京光华荣昌汽车部件有限公司,1000-2000人,https://www.liepin.com/job/1978565399.shtml,Python,17.5,4.0,3,0,4
Python开发,北京中航仁达科技有限公司,北京-海淀区,13-17k,本科,4-6年,北京中航仁达科技有限公司 融资未公开,1-49人,https://www.liepin.com/job/1978550213.shtml,Python,15.0,5.0,3,0,4
Python爬虫工程师,深圳大生知行教育,北京-朝阳区,20-30k,本科,5-10年,深圳大生知行教育 美股上市,2000-5000人,https://www.liepin.com/job/1978330879.shtml,Python,25.0,7.5,3,0,3
Python开发工程师 AI大模型方向 内研,中电金信,北京,20-25k·13薪,统招本科,4-10年,中电金信 不需要融资,10000人以上,https://www.liepin.com/job/1978181853.shtml,Python,22.5,7.0,3,5,1
Python开发工程师,杭州中电安科现代科技有限公司,北京-海淀区,15-25k,统招本科,5-10年,杭州中电安科现代科技有限公司,100-499人,https://www.liepin.com/job/1977902927.shtml,Python,20.0,7.5,3,2,3
Python 开发工程师,天枢摇光(北京)科技有限公司,北京-海淀区,7-20k,本科,经验不限,天枢摇光(北京)科技有限公司,50-99人,https://www.liepin.com/job/1977836257.shtml,Python,13.5,0.5,3,0,4
Python开发工程师,钰兔科技集团有限公司,北京-大兴区,13-20k,统招本科,3年以上,钰兔科技集团有限公司 A轮,100-499人,https://www.liepin.com/job/1977828313.shtml,Python,16.5,3.0,3,2,4
交易系统开发工程师 (Python),吉富创投,北京-朝阳区,20-21k,统招本科,3年以上,吉富创投,1-49人,https://www.liepin.com/job/1977784019.shtml,Python,20.5,3.0,3,0,4
大模型应用开发-go/python研发工程师（J94477）,Baidu,北京-海淀区,25-45k·16薪,统招本科,1-3年,Baidu 美股上市,10000人以上,https://www.liepin.com/job/1977762779.shtml,Python,35.0,2.0,3,5,1
大模型应用开发-python研发工程师 J94477,Baidu,北京-海淀区,30-60k·16薪,统招本科,1-3年,Baidu 美股上市,10000人以上,https://www.liepin.com/job/1977758071.shtml,Python,45.0,2.0,3,5,1
Python/全栈开发工程师,北京青色博研科技有限公司,北京-海淀区,12-18k,本科,3-5年,北京青色博研科技有限公司,50-99人,https://www.liepin.com/job/1977695355.shtml,Python,15.0,4.0,3,0,4
Python（外企）,上海华钦信息科技股份有限公司,北京-朝阳区,10-16k,本科,1-5年,上海华钦信息科技股份有限公司,1000-2000人,https://www.liepin.com/job/1977567463.shtml,Python,13.0,3.0,3,0,4
Python 开发工程师,天枢摇光(北京)科技有限公司,北京-海淀区,15-25k,本科,经验不限,天枢摇光(北京)科技有限公司,50-99人,https://www.liepin.com/job/1977156409.shtml,Python,20.0,0.5,3,0,4
Python后端开发工程师,中国四维测绘技术有限公司,北京-海淀区,20-30k,本科,经验不限,中国四维测绘技术有限公司 战略融资,100-499人,https://www.liepin.com/job/1976753537.shtml,Python,25.0,0.5,3,2,2
Python开发工程师,软通动力,北京-海淀区,10-17k,统招本科,2年以上,软通动力,10000人以上,https://www.liepin.com/job/1976746385.shtml,Python,13.5,2.0,3,5,1
高级Python后端工程师(A117439),Momenta,北京-海淀区,40-60k·14薪,本科,3年以上,Momenta,1000-2000人,https://www.liepin.com/job/1976574115.shtml,Python,50.0,3.0,3,0,4
Python,南天软件,北京-朝阳区,15-20k,本科,4年以上,南天软件 已上市,1000-2000人,https://www.liepin.com/job/1976217241.shtml,Python,17.5,4.0,3,0,4
高级Python开发工程师,易通星云(北京)科技发展,北京-海淀区,17-28k,本科,5-10年,易通星云(北京)科技发展 A轮,50-99人,https://www.liepin.com/job/1975908713.shtml,Python,22.5,7.5,3,0,3
python/java双语言熟练高级研发（J工方向）,易通星云(北京)科技发展,北京-海淀区,18-25k,本科,10年以上,易通星云(北京)科技发展 A轮,50-99人,https://www.liepin.com/job/1975462687.shtml,Python,21.5,10.0,3,0,3
Python开发工程师,华路时代,北京-东城区,14-20k,本科,3-5年,华路时代 新三板上市,500-999人,https://www.liepin.com/job/1975266517.shtml,Python,17.0,4.0,3,3,4
Python开发工程师(A181102),金果未来(北京)数字科技有限公司,北京-东城区,18-28k,统招本科,5-10年,金果未来(北京)数字科技有限公司 不需要融资,100-499人,https://www.liepin.com/job/1974565227.shtml,Python,23.0,7.5,3,2,3
Python开发工程师,,北京-海淀区,9-15k,本科,2-5年,北京人和创建信息技术有限公司 天使轮,500-999人,https://www.liepin.com/job/1974476473.shtml,Python,12.0,3.5,3,3,4
Python全栈开发工程师,北京欧冶上善科技有限公司,北京-海淀区,15-25k·13薪,本科,3-5年,北京欧冶上善科技有限公司,1-49人,https://www.liepin.com/job/1974230027.shtml,Python,20.0,4.0,3,0,4
Python开发工程师（短期3个月-中电云AI项目）,联想教育,北京-朝阳区,15-16k,大专,3-5年,联想教育,100-499人,https://www.liepin.com/job/1973713823.shtml,Python,15.5,4.0,2,2,4
Python开发工程师,合一智芯科技(北京)有限公司,北京-海淀区,10-14k,统招本科,1年以下,合一智芯科技(北京)有限公司 天使轮,1-49人,https://www.liepin.com/job/1973441647.shtml,Python,12.0,1.0,3,0,4
Python开发工程师（AIGC方向）,北京广益集思智能科技有限公司,北京-通州区,20-35k·14薪,统招本科,2年以上,北京广益集思智能科技有限公司,1-49人,https://www.liepin.com/job/1973416047.shtml,Python,27.5,2.0,3,0,4
Python开发工程师,北京广益集思智能科技有限公司,北京-通州区,25-35k·14薪,大专,5年以上,北京广益集思智能科技有限公司,1-49人,https://www.liepin.com/job/1973412071.shtml,Python,30.0,5.0,2,0,4
Python开发工程师,风桥科技,北京-海淀区,10-15k,本科,3-5年,风桥科技 融资未公开,1-49人,https://www.liepin.com/job/1973109929.shtml,Python,12.5,4.0,3,0,4
Python开发工程师,北京中杉金桥生物技术有限公司,北京-通州区,15-25k,统招本科,3年以上,北京中杉金桥生物技术有限公司,100-499人,https://www.liepin.com/job/1972983613.shtml,Python,20.0,3.0,3,2,4
c++、python,某北京大型计算机软件公司,北京,15-20k,统招本科,5年以上,某北京大型计算机软件公司 融资未公开,2000-5000人,https://www.liepin.com/a/70728519.shtml,Python,17.5,5.0,3,0,4
Python开发工程师,某大型专业技术服务公司,北京-朝阳区,14-18k,统招本科,3-5年,某大型专业技术服务公司 融资未公开,10000人以上,https://www.liepin.com/a/70706941.shtml,Python,16.0,4.0,3,5,1
Python工程师,某深圳大型通信设备公司,北京,14-28k,本科,经验不限,某深圳大型通信设备公司 战略融资,10000人以上,https://www.liepin.com/a/70991537.shtml,Python,21.0,0.5,3,5,2
Python后端开发,,北京-海淀区,15-30k·14薪,统招本科,经验不限,人力资源服务 已上市,10000人以上,https://www.liepin.com/a/69494535.shtml,Python,22.5,0.5,3,5,2
Python开发工程师（中后台业务系统）,某北京基金/证券/期货公司,北京,40-70k·16薪,统招本科,经验不限,某北京基金/证券/期货公司 融资未公开,100-499人,https://www.liepin.com/a/70363623.shtml,Python,55.0,0.5,3,2,2
Python开发工程师,某深圳大型通信设备公司,北京-海淀区,15-30k·14薪,本科,经验不限,某深圳大型通信设备公司 战略融资,10000人以上,https://www.liepin.com/a/70564337.shtml,Python,22.5,0.5,3,5,2
Python后端工程师（上市公司/Agent项目）,,北京,30-50k,统招本科,经验不限,计算机软件 已上市,5000-10000人,https://www.liepin.com/a/70684293.shtml,Python,40.0,0.5,3,5,2
Python后端开发工程师,某北京互联网公司,北京-海淀区,20-30k,统招本科,3-5年,某北京互联网公司 B轮,100-499人,https://www.liepin.com/a/70602685.shtml,Python,25.0,4.0,3,2,4
Python数据开发工程师,某基金/证券/期货公司,北京,25-45k·15薪,学历不限,3-5年,某基金/证券/期货公司 融资未公开,100-499人,https://www.liepin.com/a/70555785.shtml,Python,35.0,4.0,0,2,0
后端开发（java golang python),某上海其他商务服务业公司,北京,75-85k,本科,3-8年,某上海其他商务服务业公司,1-49人,https://www.liepin.com/a/70564845.shtml,Python,80.0,5.5,3,0,5
Python开发（量化-base北上杭深港）,百亿量化私募公司,北京,35-65k·19薪,本科,经验不限,百亿量化私募公司 融资未公开,100-499人,https://www.liepin.com/a/67264759.shtml,Python,50.0,0.5,3,2,2
Python,某北京基金/证券/期货公司,北京,20-40k,统招本科,经验不限,某北京基金/证券/期货公司 融资未公开,100-499人,https://www.liepin.com/a/70426675.shtml,Python,30.0,0.5,3,2,2
Python开发工程师,亚信科技,北京-海淀区,15-22k·13薪,本科,3年以上,亚信科技 港股上市,10000人以上,https://www.liepin.com/job/1974571953.shtml,Python,18.5,3.0,3,5,1
Python后端开发工程师,纬创软件,北京-顺义区,18-21k,本科,5-10年,纬创软件,5000-10000人,https://www.liepin.com/job/1979131439.shtml,Python,19.5,7.5,3,5,1
头部互联网公司Python开发/薪资25-40k/15-18薪,,北京-朝阳区,25-40k·15薪,统招本科,经验不限,科技金融 已上市,500-999人,https://www.liepin.com/a/70118743.shtml,Python,32.5,0.5,3,3,2
高级 python 数据开发工程师,某上海基金/证券/期货公司,北京,80-100k,硕士,3-5年,某上海基金/证券/期货公司,1-49人,https://www.liepin.com/a/70821051.shtml,Python,90.0,4.0,4,0,5
python算法模型工程师,某北京医疗健康公司,北京,15-25k,统招本科,3-5年,某北京医疗健康公司,50-99人,https://www.liepin.com/a/71003783.shtml,Python,20.0,4.0,3,0,4
Python,某知名公司,北京,20-40k·16薪,统招本科,3-5年,某知名公司 融资未公开,50-99人,https://www.liepin.com/a/69453659.shtml,Python,30.0,4.0,3,0,4
Python后端开发工程师,某上海知名公司,北京,40-70k·15薪,统招本科,3年以下,某上海知名公司,1-49人,https://www.liepin.com/a/70455007.shtml,Python,55.0,3.0,3,0,4
Python工程师,某知名公司,北京,20-40k,统招本科,经验不限,某知名公司 已上市,2000-5000人,https://www.liepin.com/a/69589995.shtml,Python,30.0,0.5,3,0,2
后端开发工程师（go/python）,某北京基金/证券/期货公司,北京,30-45k·16薪,本科,经验不限,某北京基金/证券/期货公司 融资未公开,100-499人,https://www.liepin.com/a/70708031.shtml,Python,37.5,0.5,3,2,2
智能体开发工程师（AI、python、Java）,领翼工软,北京-朝阳区,15-25k,本科,3年以上,领翼工软 不需要融资,100-499人,https://www.liepin.com/job/1979278855.shtml,Python,20.0,3.0,3,2,4
Python爬虫工程师,某成都互联网公司,北京,20-40k,本科,3-5年,某成都互联网公司 融资未公开,100-499人,https://www.liepin.com/a/70594899.shtml,Python,30.0,4.0,3,2,4
python开发工程师 （双休 十四薪 大厂）,,北京,14-28k·14薪,本科,经验不限,某武汉大型人力资源服务公司 融资未公开,2000-5000人,https://www.liepin.com/a/70263183.shtml,Python,21.0,0.5,3,0,4
AI医疗大模型工程师（python）,某北京医疗健康公司,北京,19-35k,统招本科,3年以上,某北京医疗健康公司,50-99人,https://www.liepin.com/a/70687945.shtml,Python,27.0,3.0,3,0,4
python开发工程师,某北京基金证券公司,北京,30-60k·16薪,统招本科,经验不限,某北京基金证券公司 融资未公开,100-499人,https://www.liepin.com/a/70432695.shtml,Python,45.0,0.5,3,2,2
Python后端开发工程师,某北京科技推广服务公司,北京,30-60k·15薪,统招本科,3-5年,某北京科技推广服务公司,,https://www.liepin.com/a/70288873.shtml,Python,45.0,4.0,3,0,4
Python（大模型）,,北京,30-60k,本科,经验不限,翻译服务 已上市,500-999人,https://www.liepin.com/a/70892101.shtml,Python,45.0,0.5,3,3,2
后端开发leader(python),某北京大型互联网公司,北京-海淀区,55-75k·16薪,本科,5-10年,某北京大型互联网公司,10000人以上,https://www.liepin.com/a/70296461.shtml,Python,65.0,7.5,3,5,1
python,某北京大型游戏公司,北京-朝阳区,20-40k,本科,3-5年,某北京大型游戏公司 融资未公开,5000-10000人,https://www.liepin.com/a/69541695.shtml,Python,30.0,4.0,3,5,1
高级数据开发工程师/专家（Python）,某北京基金/证券/期货公司,北京,40-70k·16薪,统招本科,3-5年,某北京基金/证券/期货公司 融资未公开,100-499人,https://www.liepin.com/a/70363573.shtml,Python,55.0,4.0,3,2,1
量化开发（Python/C++，应届/实习/全职）,某北京基金/证券/期货公司,北京,35-65k·15薪,统招本科,经验不限,某北京基金/证券/期货公司 不需要融资,50-99人,https://www.liepin.com/a/70390895.shtml,Python,50.0,0.5,3,0,2
JAVA、C、C++、PYTHON基础开发岗位，测试岗位。,某深圳大型通信设备公司,北京,15-30k·14薪,统招本科,10年以下,某深圳大型通信设备公司 战略融资,10000人以上,https://www.liepin.com/a/70664707.shtml,Python,22.5,10.0,3,5,1
Python开发工程师（ 大厂 试用期全薪）,某深圳大型通信设备公司,北京-海淀区,20-40k·14薪,本科,经验不限,某深圳大型通信设备公司 战略融资,10000人以上,https://www.liepin.com/a/69353483.shtml,Python,30.0,0.5,3,5,2
Python,某知名公司,北京,20-30k·15薪,统招本科,3-5年,某知名公司 A轮,50-99人,https://www.liepin.com/a/68653503.shtml,Python,25.0,4.0,3,0,4
Python开发工程师,京东科技集团,北京-通州区,20-40k·20薪,本科,3-5年,京东科技集团,10000人以上,https://www.liepin.com/job/1976390849.shtml,Python,30.0,4.0,3,5,1
算法工程师-python,,北京,30-50k·13薪,硕士,2年以上,计算机软件 已上市,5000-10000人,https://www.liepin.com/a/70592359.shtml,Python,40.0,2.0,4,5,1
软件开发工程师(Java/Python/C/C++/Go/JS),某深圳大型通信设备公司,北京-海淀区,18-25k·14薪,统招本科,经验不限,某深圳大型通信设备公司 战略融资,10000人以上,https://www.liepin.com/a/69058027.shtml,Python,21.5,0.5,3,5,2
Python开发工程师,某深圳世界500强公司,北京,15-30k·14薪,统招本科,经验不限,某深圳世界500强公司 战略融资,10000人以上,https://www.liepin.com/a/71082687.shtml,Python,22.5,0.5,3,5,2
服务端工程师(go/python),,北京,30-60k·14薪,本科,3-5年,人工智能 已上市,1000-2000人,https://www.liepin.com/a/71289881.shtml,Python,45.0,4.0,3,0,4
AI后端开发-Java/Python,某云计算/大数据公司,北京,25-35k,统招本科,3-5年,某云计算/大数据公司 A轮,50-99人,https://www.liepin.com/a/70474409.shtml,Python,30.0,4.0,3,0,4
Python开发工程师,某北京大型互联网公司,北京-海淀区,22-28k,硕士,经验不限,某北京大型互联网公司 融资未公开,1000-2000人,https://www.liepin.com/a/70705983.shtml,Python,25.0,0.5,4,0,2
Python开发工程师,,北京-房山区,40-60k·16薪,本科,1-3年,某深圳人力资源服务公司,1-49人,https://www.liepin.com/a/70298841.shtml,Python,50.0,2.0,3,0,4
Python开发工程师,,北京,20-40k·15薪,统招本科,3-10年,某北京人工智能公司 A轮,1-49人,https://www.liepin.com/a/71404013.shtml,Python,30.0,6.5,3,0,3
【头部量化基金】数据开发专家，需精通 Python+Numpy+Pandas,某北京基金/证券/期货公司,北京-海淀区,30-60k·18薪,统招本科,经验不限,某北京基金/证券/期货公司 融资未公开,100-499人,https://www.liepin.com/a/66479311.shtml,Python,45.0,0.5,3,2,2
Python开发工程师,某上海大型专业服务公司,北京,15-30k,统招本科,经验不限,某上海大型专业服务公司 融资未公开,10000人以上,https://www.liepin.com/a/70851959.shtml,Python,22.5,0.5,3,5,2
Python开发工程师,,北京,30-40k·16薪,学历不限,3-5年,互联网 已上市,10000人以上,https://www.liepin.com/a/69670811.shtml,Python,35.0,4.0,0,5,0
Python开发工程师,某大型通信设备公司,北京-海淀区,12-24k,学历不限,经验不限,某大型通信设备公司 战略融资,10000人以上,https://www.liepin.com/a/71158735.shtml,Python,18.0,0.5,0,5,0
Python开发工程师,某北京大型互联网公司,北京-海淀区,15-30k,硕士,3-5年,某北京大型互联网公司 融资未公开,1000-2000人,https://www.liepin.com/a/68947743.shtml,Python,22.5,4.0,4,0,4
中高级python开发,某北京互联网公司,北京-石景山区,20-40k,大专,经验不限,某北京互联网公司 天使轮,50-99人,https://www.liepin.com/a/70639521.shtml,Python,30.0,0.5,2,0,2
Python后端开发工程师,知名外企,北京-海淀区,15-30k·14薪,本科,1-3年,知名外企 融资未公开,10000人以上,https://www.liepin.com/a/70192013.shtml,Python,22.5,2.0,3,5,1
Python后端开发工程师,某北京专业技术服务公司,北京,12-17k·14薪,统招本科,经验不限,某北京专业技术服务公司 A轮,1-49人,https://www.liepin.com/a/71143491.shtml,Python,14.5,0.5,3,0,4
Python数据开发工程师,某知名公司,北京,30-60k·14薪,统招本科,经验不限,某知名公司 融资未公开,100-499人,https://www.liepin.com/a/71138899.shtml,Python,45.0,0.5,3,2,2
Python开发工程师（算法）,某上海大型专业服务公司,北京,15-30k,统招本科,经验不限,某上海大型专业服务公司 融资未公开,10000人以上,https://www.liepin.com/a/70853561.shtml,Python,22.5,0.5,3,5,2
Python开发工程师,某科技金融公司,北京,25-50k,硕士,5年以上,某科技金融公司,500-999人,https://www.liepin.com/a/70062979.shtml,Python,37.5,5.0,4,3,1
量化开发工程师（Python）,某北京基金/证券/期货公司,北京,60-90k·14薪,硕士,经验不限,某北京基金/证券/期货公司 不需要融资,50-99人,https://www.liepin.com/a/70500343.shtml,Python,75.0,0.5,4,0,2
Python开发工程师,某大型制药公司,北京,20-25k,统招本科,3-5年,某大型制药公司 战略融资,500-999人,https://www.liepin.com/a/71206231.shtml,Python,22.5,4.0,3,3,1
Python数据开发工程师,某北京基金/证券/期货公司,北京,30-50k·16薪,学历不限,1-8年,某北京基金/证券/期货公司 不需要融资,1-49人,https://www.liepin.com/a/70775517.shtml,Python,40.0,4.5,0,0,0
Python后端开发工程师,,北京-海淀区,20-30k·15薪,统招本科,5-10年,某北京人工智能公司 A轮,1-49人,https://www.liepin.com/a/71415573.shtml,Python,25.0,7.5,3,0,3
【头部量化基金】测试开发工程师，（需精通 Python 开发）,某北京基金/证券/期货公司,北京,30-50k·16薪,统招本科,5年以上,某北京基金/证券/期货公司 融资未公开,100-499人,https://www.liepin.com/a/68863309.shtml,Python,40.0,5.0,3,2,1
Software Developer（Java或Python后端开发）北京-Amazon,某上海大型专业技术服务公司,北京,20-30k,本科,3-5年,某上海大型专业技术服务公司 融资未公开,10000人以上,https://www.liepin.com/a/68158953.shtml,Python,25.0,4.0,3,5,1
Python后端开发工程师,某知名互联网公司,北京-海淀区,30-60k·16薪,本科,3-5年,某知名互联网公司 天使轮,100-499人,https://www.liepin.com/a/71008761.shtml,Python,45.0,4.0,3,2,4
Python后端开发工程师,,北京,24-45k,学历不限,3-5年,某北京人工智能公司,100-499人,https://www.liepin.com/a/71013501.shtml,Python,34.5,4.0,0,2,0
Python开发工程师,瑞鑫天算,北京-海淀区,15-30k,统招本科,经验不限,瑞鑫天算,50-99人,https://www.liepin.com/job/1972002869.shtml,Python,22.5,0.5,3,0,4
Python开发,,北京-朝阳区,25-40k·15薪,统招本科,3-5年,人工智能 已上市,1000-2000人,https://www.liepin.com/a/70118689.shtml,Python,32.5,4.0,3,0,4
后端开发工程师(Golang/Python）,,北京-海淀区,25-45k·16薪,本科,1-3年,某苏州人力资源服务公司,1-49人,https://www.liepin.com/a/71223913.shtml,Python,35.0,2.0,3,0,4
物联网解决方案工程师,,北京-丰台区,12-16k,统招本科,1-3年,,,https://www.liepin.com/job/1959177053.shtml,物联网,14.0,2.0,3,0,4
物联网云平台架构师,,北京,20-30k,本科,3-5年,,,https://www.liepin.com/job/1958457309.shtml,物联网,25.0,4.0,3,0,4
物联网相关专业,,北京-丰台区,5-6k,大专,1年以下,,,https://www.liepin.com/job/1934629513.shtml,物联网,5.5,1.0,2,0,4
物联网渠道销售（物联网卡/通信设备）,,北京,10-15k,大专,1-3年,,,https://www.liepin.com/job/1932957519.shtml,物联网,12.5,2.0,2,0,4
物联网产品经理（B2B）,,北京,18-30k,本科,5-10年,,,https://www.liepin.com/job/1924463669.shtml,物联网,24.0,7.5,3,0,3
物联网渠道销售经理（物联网卡/通信模组）,,北京,15-20k,大专,5-10年,,,https://www.liepin.com/job/1924311591.shtml,物联网,17.5,7.5,2,0,3
物联网负责人,,北京-朝阳区,50-80k·14薪,统招本科,5-10年,,,https://www.liepin.com/job/1917100953.shtml,物联网,65.0,7.5,3,0,3
物联网产品经理,,北京,18-30k,本科,5-10年,,,https://www.liepin.com/job/1915771792.shtml,物联网,24.0,7.5,3,0,3
云产品总监（物联网）,,北京,30-40k,统招本科,10年以上,,,https://www.liepin.com/job/1915652512.shtml,物联网,35.0,10.0,3,0,3
物联网技术经理,,北京,20-30k,大专,5-10年,,,https://www.liepin.com/a/69667091.shtml,物联网,25.0,7.5,2,0,3
工业物联网产品总监（国有控股公司）,,北京-顺义区,30-50k,本科,经验不限,,,https://www.liepin.com/job/1978648211.shtml,物联网,40.0,0.5,3,0,2
物联网平台架构师,,北京-丰台区,18-30k,统招本科,5年以上,,,https://www.liepin.com/job/1975803137.shtml,物联网,24.0,5.0,3,0,4
工业物联网行业销售工程师,,北京-朝阳区,20-30k,统招本科,2年以上,,,https://www.liepin.com/job/1975626189.shtml,物联网,25.0,2.0,3,0,4
CC2530/ZigBee/物联网开发顾问,,北京-海淀区,13-20k,统招本科,3-5年,,,https://www.liepin.com/job/1972061375.shtml,物联网,16.5,4.0,3,0,4
物联网平台开发工程师(J10627),,北京-西城区,15-25k,统招本科,3年以上,,,https://www.liepin.com/job/1971791301.shtml,物联网,20.0,3.0,3,0,4
物联网工程师,,北京-海淀区,15-20k,统招本科,3年以上,,,https://www.liepin.com/job/1971035261.shtml,物联网,17.5,3.0,3,0,4
物联网市场总监(TOB),,北京,25-40k,本科,10年以上,,,https://www.liepin.com/job/1970472177.shtml,物联网,32.5,10.0,3,0,3
农业物联网设备实施工程师,,北京-海淀区,8-15k,大专,经验不限,,,https://www.liepin.com/job/1968113231.shtml,物联网,11.5,0.5,2,0,4
物联网专家,,北京-海淀区,20-40k,本科,5-10年,,,https://www.liepin.com/job/1959352055.shtml,物联网,30.0,7.5,3,0,3
物联网架构师,,北京,20-25k,本科,3-5年,,,https://www.liepin.com/job/1951566453.shtml,物联网,22.5,4.0,3,0,4
物联网产品经理,,北京-顺义区,20-40k·13薪,本科,经验不限,,,https://www.liepin.com/job/1950328507.shtml,物联网,30.0,0.5,3,0,2
物联网架构师,,北京-海淀区,30-50k,本科,10年以上,,,https://www.liepin.com/job/1949049095.shtml,物联网,40.0,10.0,3,0,3
物联网市场人员,,北京-昌平区,6-10k,大专,1-3年,,,https://www.liepin.com/job/1947736557.shtml,物联网,8.0,2.0,2,0,4
物联网实施工程师,,北京-丰台区,7-11k,大专,经验不限,,,https://www.liepin.com/job/1945471399.shtml,物联网,9.0,0.5,2,0,4
物联网后端架构师,,北京-丰台区,20-30k·13薪,本科,1-3年,,,https://www.liepin.com/job/1944772323.shtml,物联网,25.0,2.0,3,0,4
物联网行业客户销售经理,,北京,20-35k,统招本科,5-10年,,,https://www.liepin.com/job/1938459055.shtml,物联网,27.5,7.5,3,0,3
物联网技术支持工程师,,北京-海淀区,6-12k,大专,1-3年,,,https://www.liepin.com/job/1933729085.shtml,物联网,9.0,2.0,2,0,4
物联网开发工程师,,北京-朝阳区,8-12k,本科,1-3年,,,https://www.liepin.com/job/1929624973.shtml,物联网,10.0,2.0,3,0,4
物联网渠道分销经理（网络设备）,,北京,15-25k,大专,10年以上,,,https://www.liepin.com/job/1929276081.shtml,物联网,20.0,10.0,2,0,3
物联网产品经理,,北京-丰台区,13-21k,大专,1-3年,,,https://www.liepin.com/job/1923643763.shtml,物联网,17.0,2.0,2,0,4
物联网运营,,北京-海淀区,10-15k,本科,3-5年,,,https://www.liepin.com/job/1920456395.shtml,物联网,12.5,4.0,3,0,4
AI 产品经理（能源、物联网）,,北京-通州区,20-30k,统招本科,5-10年,,,https://www.liepin.com/a/69749161.shtml,物联网,25.0,7.5,3,0,3
硬件产品经理（能源、物联网）,,北京-通州区,20-30k,统招本科,5-10年,,,https://www.liepin.com/a/69748913.shtml,物联网,25.0,7.5,3,0,3
硬件产品经理（能源、物联网）,,北京-通州区,20-30k,统招本科,5-10年,,,https://www.liepin.com/a/69748911.shtml,物联网,25.0,7.5,3,0,3
物联网芯片研发（射频电路设计/处理器内核开发/超低功耗设计等方向）,,北京,25-50k·15薪,博士,经验不限,,,https://www.liepin.com/a/69717145.shtml,物联网,37.5,0.5,5,0,2
AI产品经理(物联网、能源),,北京,20-25k,统招本科,3-5年,,,https://www.liepin.com/a/69666535.shtml,物联网,22.5,4.0,3,0,4
销售工程师（工业物联网）,,北京-海淀区,10-15k,本科,3年以上,,,https://www.liepin.com/job/1979118441.shtml,物联网,12.5,3.0,3,0,4
在线办公/私活/物联网开发-农业行业,,北京-海淀区,28-35k,大专,5-10年,,,https://www.liepin.com/job/1979064871.shtml,物联网,31.5,7.5,2,0,3
物联网解决方案助理,,北京-丰台区,10-15k,本科,经验不限,,,https://www.liepin.com/job/1978819333.shtml,物联网,12.5,0.5,3,0,4
物联网解决方案工程师,北京敢为数智科技有限公司,北京-丰台区,12-16k,统招本科,1-3年,,,https://www.liepin.com/job/1959177053.shtml,物联网,14.0,2.0,3,0,4
物联网云平台架构师,北京清晟智控科技有限公司,北京,20-30k,本科,3-5年,,,https://www.liepin.com/job/1958457309.shtml,物联网,25.0,4.0,3,0,4
物联网相关专业,九九智付(北京)科技有限公司,北京-丰台区,5-6k,大专,1年以下,,,https://www.liepin.com/job/1934629513.shtml,物联网,5.5,1.0,2,0,4
物联网渠道销售（物联网卡/通信设备）,北纬科技,北京,10-15k,大专,1-3年,,,https://www.liepin.com/job/1932957519.shtml,物联网,12.5,2.0,2,0,4
物联网产品经理（B2B）,北纬科技,北京,18-30k,本科,5-10年,,,https://www.liepin.com/job/1924463669.shtml,物联网,24.0,7.5,3,0,3
物联网渠道销售经理（物联网卡/通信模组）,北纬科技,北京,15-20k,大专,5-10年,,,https://www.liepin.com/job/1924311591.shtml,物联网,17.5,7.5,2,0,3
物联网负责人,大庆子胜科技有限公司,北京-朝阳区,50-80k·14薪,统招本科,5-10年,,,https://www.liepin.com/job/1917100953.shtml,物联网,65.0,7.5,3,0,3
物联网产品经理,北纬科技,北京,18-30k,本科,5-10年,,,https://www.liepin.com/job/1915771792.shtml,物联网,24.0,7.5,3,0,3
云产品总监（物联网）,北纬科技,北京,30-40k,统招本科,10年以上,,,https://www.liepin.com/job/1915652512.shtml,物联网,35.0,10.0,3,0,3
物联网技术经理,某北京互联网公司,北京,20-30k,大专,5-10年,,,https://www.liepin.com/a/69667091.shtml,物联网,25.0,7.5,2,0,3
工业物联网产品总监（国有控股公司）,携汇智联技术(北京)有限公司,北京-顺义区,30-50k,本科,经验不限,,,https://www.liepin.com/job/1978648211.shtml,物联网,40.0,0.5,3,0,2
物联网平台架构师,旭阳集团,北京-丰台区,18-30k,统招本科,5年以上,,,https://www.liepin.com/job/1975803137.shtml,物联网,24.0,5.0,3,0,4
工业物联网行业销售工程师,北京映翰通网络技术股份有限公司,北京-朝阳区,20-30k,统招本科,2年以上,,,https://www.liepin.com/job/1975626189.shtml,物联网,25.0,2.0,3,0,4
CC2530/ZigBee/物联网开发顾问,中软国际科技,北京-海淀区,13-20k,统招本科,3-5年,,,https://www.liepin.com/job/1972061375.shtml,物联网,16.5,4.0,3,0,4
物联网平台开发工程师(J10627),北京建院,北京-西城区,15-25k,统招本科,3年以上,,,https://www.liepin.com/job/1971791301.shtml,物联网,20.0,3.0,3,0,4
物联网工程师,北京雨根科技有限公司,北京-海淀区,15-20k,统招本科,3年以上,,,https://www.liepin.com/job/1971035261.shtml,物联网,17.5,3.0,3,0,4
物联网市场总监(TOB),北纬科技,北京,25-40k,本科,10年以上,,,https://www.liepin.com/job/1970472177.shtml,物联网,32.5,10.0,3,0,3
农业物联网设备实施工程师,北京中农蔚来科技有限公司,北京-海淀区,8-15k,大专,经验不限,,,https://www.liepin.com/job/1968113231.shtml,物联网,11.5,0.5,2,0,4
